"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"MFNG"	1.12703299246361e-66	-0.329194687765885	0.3	0.148	3.68968061072738e-62	"6"	"MFNG"
"PUF60"	1.49476279104278e-66	-0.289264089268664	0.251	0.12	4.89355442531584e-62	"6"	"PUF60"
"VIM.5"	1.63181444962711e-65	0.259561432291785	0.881	0.592	5.34223414518924e-61	"6"	"VIM"
"ADRM1"	1.06575139959992e-64	-0.316650955425167	0.296	0.147	3.48905693201021e-60	"6"	"ADRM1"
"FTL.3"	1.87503557860395e-61	-0.469415615308271	0.999	0.972	6.13849147723363e-57	"6"	"FTL"
"IMP3"	1.20834397150066e-60	-0.358832602074031	0.362	0.185	3.95587649389886e-56	"6"	"IMP3"
"HSPA8.3"	3.49982296267256e-59	-0.928596112132458	0.678	0.537	1.14577204151974e-54	"6"	"HSPA8"
"TRAM1"	5.77074659629206e-59	-0.326241161230735	0.287	0.145	1.8892270206941e-54	"6"	"TRAM1"
"SELK.1"	2.15505912568202e-58	-0.365723694317061	0.359	0.185	7.05523256565779e-54	"6"	"SELK"
"TPM3.3"	4.74265948104815e-58	-0.278313833619653	0.64	0.328	1.55265186090554e-53	"6"	"TPM3"
"CD53.5"	4.77348822814907e-58	-1.21514369743852	0.379	0.386	1.56274457613144e-53	"6"	"CD53"
"EMP3.6"	1.41049914345281e-57	-0.862985661921529	0.682	0.552	4.6176920958358e-53	"6"	"EMP3"
"COPE.2"	1.50720571157913e-56	-0.251021908783807	0.691	0.352	4.93429005856775e-52	"6"	"COPE"
"JAK1.1"	5.65349065067851e-56	-0.416497876364359	0.331	0.171	1.85083976921913e-51	"6"	"JAK1"
"SEC11C"	1.36749762883768e-55	-0.299842578023216	0.258	0.131	4.47691373728878e-51	"6"	"SEC11C"
"RAB5C"	8.83327276792001e-55	-0.360290025694903	0.305	0.157	2.89183683876165e-50	"6"	"RAB5C"
"LITAF.5"	1.31139534613063e-54	-1.20001440758567	0.196	0.269	4.29324608416245e-50	"6"	"LITAF"
"DGCR6L"	1.91254046740364e-54	-0.331895772730591	0.261	0.133	6.26127498218603e-50	"6"	"DGCR6L"
"ARF5.1"	3.57841665048582e-53	-0.387719284333838	0.397	0.209	1.17150204303605e-48	"6"	"ARF5"
"ANXA5"	7.6911317162703e-53	-0.301351459178991	0.252	0.129	2.51792270127257e-48	"6"	"ANXA5"
"FKBP8.2"	3.37184100198142e-52	-0.350712861497126	0.563	0.293	1.10387330722868e-47	"6"	"FKBP8"
"C19orf60.1"	9.07899571362128e-52	-0.415117572497036	0.484	0.254	2.97228161672533e-47	"6"	"C19orf60"
"ANKRD12"	1.32148089358116e-51	-0.335033119528703	0.295	0.155	4.32626414940601e-47	"6"	"ANKRD12"
"LRPAP1"	1.58727885953584e-51	-0.361821321614277	0.259	0.134	5.19643353034843e-47	"6"	"LRPAP1"
"SPSB3"	5.42534560951898e-51	-0.346398255972561	0.257	0.133	1.77614964564432e-46	"6"	"SPSB3"
"CTSS.1"	7.69247958611366e-51	-0.52890184858496	0.328	0.173	2.51836396690189e-46	"6"	"CTSS"
"CD69.2"	2.32369843694476e-50	-0.290891043866502	0.385	0.211	7.60732394286977e-46	"6"	"CD69"
"TAPBP"	3.69453409231345e-50	-0.304522370856385	0.25	0.13	1.20951657114158e-45	"6"	"TAPBP"
"DDX24"	7.03207585008992e-50	-0.336921701152506	0.268	0.141	2.30216099180244e-45	"6"	"DDX24"
"CSTB.2"	1.15870922676062e-49	-0.351728798868793	0.525	0.278	3.79338226656893e-45	"6"	"CSTB"
"RAP1B.1"	3.32946954705736e-49	-0.37437498896903	0.292	0.154	1.09000174031564e-44	"6"	"RAP1B"
"MED10"	1.07458118202209e-47	-0.378344520423742	0.32	0.171	3.51796387370392e-43	"6"	"MED10"
"LY6E.3"	5.41704867659505e-47	-1.14586873796976	0.464	0.417	1.77343339574369e-42	"6"	"LY6E"
"CMTM7"	7.78507595461903e-47	-0.409365122992123	0.291	0.155	2.54867816602318e-42	"6"	"CMTM7"
"YPEL3.1"	3.11373460519337e-46	-0.423754911929115	0.361	0.194	1.01937443504821e-41	"6"	"YPEL3"
"DCXR"	6.67044045862709e-44	-0.419477766524358	0.336	0.182	2.18376879734534e-39	"6"	"DCXR"
"TEX264"	1.06276253805346e-43	-0.383462424145732	0.265	0.142	3.47927199707942e-39	"6"	"TEX264"
"GSDMD"	4.50512291975806e-43	-0.37452386557227	0.291	0.158	1.47488714147039e-38	"6"	"GSDMD"
"HLA-DQB1.1"	5.31791814104977e-43	-0.6903223411613	0.264	0.142	1.74098004101687e-38	"6"	"HLA-DQB1"
"PTP4A2.1"	2.01371191856277e-42	-0.358860986424759	0.271	0.147	6.59249007899081e-38	"6"	"PTP4A2"
"ICAM2.1"	2.93318304326338e-42	-0.405173818059605	0.325	0.178	9.60265464703565e-38	"6"	"ICAM2"
"PRELID1.3"	5.47889329959306e-42	-0.437320803414358	0.504	0.272	1.79368008842077e-37	"6"	"PRELID1"
"STUB1.1"	1.3257209203681e-40	-0.435326834560065	0.37	0.204	4.3401451491011e-36	"6"	"STUB1"
"TGFB1.1"	1.80091438346104e-40	-0.366838236444174	0.256	0.14	5.89583350857474e-36	"6"	"TGFB1"
"RNF167"	3.37332497761902e-40	-0.408653685127069	0.276	0.151	1.10435913117291e-35	"6"	"RNF167"
"SRSF7.2"	7.07019330745996e-40	-0.423031329127896	0.527	0.287	2.31463988499624e-35	"6"	"SRSF7"
"S100A6.6"	5.2684859836489e-39	-0.565828675376009	0.795	0.626	1.72479694132698e-34	"6"	"S100A6"
"NME3"	1.33140617566839e-37	-0.430128772717326	0.317	0.177	4.35875753790317e-33	"6"	"NME3"
"VAMP2.1"	4.28986685579388e-36	-0.930192694676292	0.618	0.477	1.4044166112498e-31	"6"	"VAMP2"
"UBE2L3"	4.48903054530972e-36	-0.389432726748428	0.269	0.15	1.4696188199235e-31	"6"	"UBE2L3"
"GTF3A.1"	6.88670020698983e-36	-0.295564643983045	0.663	0.36	2.25456791376433e-31	"6"	"GTF3A"
"CTSW.5"	8.66535265115992e-35	-0.844115803899775	0.477	0.262	2.83686315093673e-30	"6"	"CTSW"
"AIP"	4.70109326656877e-34	-0.436517723521129	0.309	0.176	1.53904391360928e-29	"6"	"AIP"
"RCSD1.1"	1.68210380284218e-33	-0.424570008469658	0.31	0.177	5.50687142974472e-29	"6"	"RCSD1"
"GLRX.3"	1.57949365325786e-31	-0.517764334873753	0.447	0.252	5.17094632203557e-27	"6"	"GLRX"
"ANXA11.1"	1.34311395522081e-30	-0.488812805251881	0.345	0.199	4.3970864666019e-26	"6"	"ANXA11"
"RAC2.3"	5.18585470713696e-30	-0.669806259354812	0.81	0.57	1.6977451140225e-25	"6"	"RAC2"
"BIN1.1"	1.09681977061489e-29	-1.02431754445762	0.242	0.27	3.59076856503903e-25	"6"	"BIN1"
"PCBP1.3"	1.57318483137103e-29	-0.408036668357933	0.595	0.33	5.15029250094249e-25	"6"	"PCBP1"
"HNRNPA0.2"	4.67951482340722e-29	-0.335009448465483	0.7	0.384	1.53197956288706e-24	"6"	"HNRNPA0"
"TECR.1"	3.1945534277468e-28	-0.516560920738105	0.351	0.204	1.04583290117575e-23	"6"	"TECR"
"NFKBIA.4"	6.4376434051547e-27	-0.480556916386902	0.583	0.346	2.10755569797955e-22	"6"	"NFKBIA"
"KLF6.4"	2.33815191001722e-25	-0.531243640656069	0.511	0.302	7.65464172301437e-21	"6"	"KLF6"
"POLD4.3"	8.95905912351219e-24	-0.528996645875818	0.515	0.296	2.93301677585542e-19	"6"	"POLD4"
"SEPW1.2"	1.14139807182553e-23	-0.522234228583122	0.454	0.264	3.73670900754243e-19	"6"	"SEPW1"
"ARPC4.1"	1.36568929107398e-23	-0.490266637293595	0.305	0.184	4.47099360111798e-19	"6"	"ARPC4"
"ARPC5.4"	2.96616559927663e-23	-0.496541704468166	0.53	0.304	9.71063293891182e-19	"6"	"ARPC5"
"LAMTOR4.1"	9.80193288349416e-23	-0.363825874506069	0.748	0.412	3.20895678739832e-18	"6"	"LAMTOR4"
"LAPTM5.4"	1.01053769366127e-20	-0.813216238264084	0.691	0.494	3.30829830150826e-16	"6"	"LAPTM5"
"JTB.1"	4.15500445629766e-20	-0.408793316778973	0.635	0.36	1.36026535890273e-15	"6"	"JTB"
"FAM49B.1"	2.99035243957924e-19	-0.492478601221367	0.261	0.162	9.78981581669452e-15	"6"	"FAM49B"
"YWHAB.4"	3.86339182222733e-19	-0.488385848289225	0.588	0.338	1.26479721476078e-14	"6"	"YWHAB"
"TMBIM6.4"	8.831153030609e-19	-0.498333164260389	0.574	0.332	2.89114287916077e-14	"6"	"TMBIM6"
"ARPC1B.4"	5.1736115542793e-18	-0.707568819449325	0.776	0.529	1.69373695063996e-13	"6"	"ARPC1B"
"RPSAP58.2"	5.71947693356748e-18	-0.915530250335507	0.529	0.41	1.87244235851132e-13	"6"	"RPSAP58"
"HNRNPDL.1"	2.45974738326625e-17	-0.251116504024886	0.791	0.457	8.05272098333705e-13	"6"	"HNRNPDL"
"C9orf78.3"	1.38784674606476e-16	-0.558595128664841	0.396	0.243	4.54353267726682e-12	"6"	"C9orf78"
"ILF3-AS1"	1.82793851057586e-16	-0.542817278630154	0.253	0.161	5.98430509592326e-12	"6"	"ILF3-AS1"
"TMA7.4"	5.21156006739797e-16	-0.431826860867308	0.89	0.612	1.70616053486475e-11	"6"	"TMA7"
"RARRES3.2"	2.05850985653429e-15	-1.02257081859669	0.439	0.362	6.73914956832197e-11	"6"	"RARRES3"
"NBEAL1.1"	9.0456800332431e-15	-0.511485924405023	0.584	0.342	2.96137472928313e-10	"6"	"NBEAL1"
"ATP6V1G1.2"	5.25610090554562e-14	-0.277130277942927	0.796	0.454	1.72074231445752e-09	"6"	"ATP6V1G1"
"CD44.5"	1.45182082612353e-13	-0.556847463949516	0.429	0.269	4.75297102056321e-09	"6"	"CD44"
"ARPC2.3"	1.66201937045034e-13	-0.523126615488546	0.85	0.575	5.44111901498034e-09	"6"	"ARPC2"
"PSMB9.4"	2.00164687105434e-13	-0.99348493045732	0.333	0.299	6.5529915264577e-09	"6"	"PSMB9"
"UBE2D2.1"	5.685895466077e-13	-0.491651142403045	0.61	0.357	1.86144845768429e-08	"6"	"UBE2D2"
"CCDC85B.1"	6.41653853495691e-13	-0.487340632871362	0.598	0.355	2.10064638557419e-08	"6"	"CCDC85B"
"ERP29.3"	1.89403827559443e-12	-0.285612264908919	0.829	0.479	6.20070250664106e-08	"6"	"ERP29"
"ACTR3.3"	4.46624589653394e-12	-0.594278101400148	0.365	0.233	1.46215958160728e-07	"6"	"ACTR3"
"PSMA7.2"	6.51898388883001e-12	-0.300094083420795	0.783	0.461	2.13418494552517e-07	"6"	"PSMA7"
"UBE2D3.3"	1.56594987900923e-11	-0.474657228580427	0.645	0.377	5.1266067139004e-07	"6"	"UBE2D3"
"CIB1.1"	2.36236561254305e-11	-0.954750716759761	0.37	0.317	7.73391254234345e-07	"6"	"CIB1"
"RPL22.4"	3.07131021195946e-11	-0.253585111116199	0.979	0.781	1.00548553719129e-06	"6"	"RPL22"
"CMPK1.4"	3.26798954140413e-11	-0.631120184240615	0.368	0.236	1.06987441606488e-06	"6"	"CMPK1"
"LCP1.1"	2.61528521878574e-10	-0.52965093449734	0.253	0.171	8.56192074926074e-06	"6"	"LCP1"
"C19orf43.1"	1.63730797587512e-09	-0.505881574612911	0.832	0.552	5.36021885141996e-05	"6"	"C19orf43"
"UBXN1.2"	3.78584866968747e-09	-0.346455190604904	0.788	0.462	0.000123941113748228	"6"	"UBXN1"
"ISG15.1"	2.46782007526438e-08	-0.629461952525765	0.256	0.176	0.000807914936240052	"6"	"ISG15"
"CAPZB.2"	4.91076943836737e-08	-0.754438125346381	0.637	0.441	0.00160768769873271	"6"	"CAPZB"
"EIF3G.2"	1.73669302156507e-07	-0.337428195576248	0.801	0.476	0.00568558561399974	"6"	"EIF3G"
"UCP2.4"	2.10310514281541e-07	-0.929115875497927	0.478	0.367	0.00688514561654908	"6"	"UCP2"
"PSME2.5"	2.50312056186885e-07	-0.515878716521672	0.634	0.383	0.00819471609544624	"6"	"PSME2"
"ANAPC16.1"	2.65804665596474e-07	-0.785528779443981	0.615	0.429	0.00870191314229738	"6"	"ANAPC16"
"APRT.3"	3.25375412514542e-07	-0.274508153018892	0.823	0.495	0.0106521402549011	"6"	"APRT"
"S1PR4.4"	3.75792556852186e-07	-0.951709836490486	0.279	0.251	0.0123026967262269	"6"	"S1PR4"
"GSTK1.5"	6.00117607330127e-07	-0.60430426539141	0.623	0.377	0.0196466502287737	"6"	"GSTK1"
"CD37.4"	6.66243920958477e-07	-0.557319333091093	0.92	0.655	0.0218114934843386	"6"	"CD37"
"PKM.5"	1.06123538053498e-06	-0.914363100173835	0.356	0.298	0.0347427238879541	"6"	"PKM"
"TSC22D4.1"	2.73210733956069e-06	-0.604809580171963	0.265	0.186	0.0894437300825377	"6"	"TSC22D4"
"EIF4A2.2"	7.7489462042787e-06	-0.283048770832842	0.827	0.509	0.253685000835676	"6"	"EIF4A2"
"PRR13.2"	1.22104873584035e-05	-0.502082455450965	0.669	0.4	0.399746935139414	"6"	"PRR13"
"PPP1R18.2"	5.51596567747328e-05	-0.630264296523146	0.289	0.205	1	"6"	"PPP1R18"
"MYL6.5"	5.81147654288901e-05	-0.303798914432141	0.96	0.692	1	"6"	"MYL6"
"ACAP1.2"	7.61554198471118e-05	-0.84673204655246	0.453	0.345	1	"6"	"ACAP1"
"RAP1A.1"	7.74200646413592e-05	-0.626904696919988	0.255	0.183	1	"6"	"RAP1A"
"CD99.6"	0.000101741146242195	-0.495359435211384	0.662	0.417	1	"6"	"CD99"
"C19orf53.1"	0.000155171066662301	-0.571216301718787	0.606	0.375	1	"6"	"C19orf53"
"HNRNPA2B1.2"	0.000245924461462019	-0.27026826062451	0.854	0.533	1	"6"	"HNRNPA2B1"
"PSME1.3"	0.000298299037741329	-0.335314353627536	0.894	0.603	1	"6"	"PSME1"
"PRKCQ-AS1.1"	0.000368189900434515	-0.669571688039491	0.251	0.183	1	"6"	"PRKCQ-AS1"
"CAP1.5"	0.000577959845789039	-0.702399389276526	0.404	0.273	1	"6"	"CAP1"
"CNN2.3"	0.000624637349564239	-0.884438616949375	0.311	0.261	1	"6"	"CNN2"
"CALM3.4"	0.00098214648129973	-0.696871412654837	0.448	0.3	1	"6"	"CALM3"
"NDFIP1.3"	0.00119483653088007	-0.707558275312674	0.33	0.233	1	"6"	"NDFIP1"
"CHMP4A"	0.00120900047348575	-0.664427896517196	0.303	0.217	1	"6"	"CHMP4A"
"BIN2.3"	0.00121103568594518	-0.703423883886542	0.377	0.261	1	"6"	"BIN2"
"HCLS1.1"	0.00165538612473963	-0.656672936030002	0.3	0.217	1	"6"	"HCLS1"
"DUSP1.5"	0.00305388982595705	-0.422748664912284	0.801	0.541	1	"6"	"DUSP1"
"PPP1CA.3"	0.00425058518247134	-0.669652005752299	0.552	0.353	1	"6"	"PPP1CA"
"SSR2.3"	0.00479823687414693	-0.257540709365268	0.88	0.551	1	"6"	"SSR2"
"RASGRP2.1"	0.00664482575519961	-0.692091792244913	0.285	0.21	1	"6"	"RASGRP2"
"ARF6.2"	0.00742992013657053	-0.67089777465162	0.278	0.205	1	"6"	"ARF6"
"ATP6V0E1.2"	0.00975986355656154	-0.753763509950462	0.539	0.38	1	"6"	"ATP6V0E1"
"CCL5.2"	0	3.30747734014768	0.907	0.124	0	"7"	"CCL5"
"GZMK"	0	2.83880110308262	0.517	0.033	0	"7"	"GZMK"
"GZMH.1"	0	2.28239176871307	0.335	0.049	0	"7"	"GZMH"
"GZMA.1"	0	1.99861793686698	0.707	0.114	0	"7"	"GZMA"
"NKG7.1"	0	1.978192283748	0.887	0.128	0	"7"	"NKG7"
"CST7.1"	0	1.97242615438493	0.687	0.115	0	"7"	"CST7"
"LYAR.1"	0	1.78366403796689	0.486	0.112	0	"7"	"LYAR"
"CTSW.6"	0	1.50854535112455	0.698	0.258	0	"7"	"CTSW"
"GNLY.1"	0	1.45287821911687	0.589	0.104	0	"7"	"GNLY"
"CD8A.1"	0	1.40253083129295	0.341	0.079	0	"7"	"CD8A"
"KLRG1"	0	1.27165748445974	0.25	0.048	0	"7"	"KLRG1"
"HCST.6"	0	1.09057246016597	0.82	0.484	0	"7"	"HCST"
"IL32.7"	0	1.02060595899541	0.804	0.443	0	"7"	"IL32"
"S100A4.5"	0	0.86823775640012	0.893	0.606	0	"7"	"S100A4"
"HLA-C.5"	0	0.631725339273014	0.989	0.961	0	"7"	"HLA-C"
"MALAT1.5"	0	0.619204371170512	1	0.998	0	"7"	"MALAT1"
"HLA-B.4"	0	0.58856237951206	0.997	0.991	0	"7"	"HLA-B"
"B2M.5"	0	0.523206523246662	0.999	0.998	0	"7"	"B2M"
"DUSP2.2"	1.15705529851889e-241	1.35194763700364	0.44	0.181	3.78796763629115e-237	"7"	"DUSP2"
"FGFBP2.1"	4.17479725726349e-231	1.22664918267792	0.251	0.068	1.36674512608292e-226	"7"	"FGFBP2"
"HOPX.1"	3.26201646627741e-228	0.967782850856664	0.396	0.145	1.0679189507299e-223	"7"	"HOPX"
"RPS2.2"	4.80773797127239e-219	-0.319672094828746	0.996	1	1.57395725703516e-214	"7"	"RPS2"
"RPS5.4"	1.09603944825254e-216	-0.521364211815286	0.956	0.982	3.58821394568915e-212	"7"	"RPS5"
"NCR3.1"	2.56771482748303e-215	1.14888328990623	0.264	0.08	8.40618480221393e-211	"7"	"NCR3"
"DUSP1.6"	3.52089917581793e-200	1.09068746754623	0.752	0.548	1.15267197217927e-195	"7"	"DUSP1"
"HLA-A.5"	1.12339795602923e-199	0.45471783072779	0.991	0.979	3.67778022844849e-195	"7"	"HLA-A"
"GNB2L1.3"	4.10689744296312e-192	-0.486189384358127	0.948	0.982	1.34451608487727e-187	"7"	"GNB2L1"
"RPL11.2"	1.33641434497507e-189	-0.333417509104816	0.993	0.998	4.37515328257938e-185	"7"	"RPL11"
"GZMM.6"	1.90462615818227e-188	0.953019685653534	0.539	0.271	6.23536511665713e-184	"7"	"GZMM"
"MATK.1"	1.23322297004144e-178	1.06476436966699	0.263	0.09	4.03732535932166e-174	"7"	"MATK"
"LDHB.5"	7.44800136842616e-177	-0.982541885564538	0.509	0.724	2.43832668799536e-172	"7"	"LDHB"
"RPL5.3"	1.86608699668258e-175	-0.480131010414024	0.935	0.975	6.10919560973944e-171	"7"	"RPL5"
"ID2.4"	4.40764230333154e-174	1.04900341731549	0.47	0.232	1.44297393726468e-169	"7"	"ID2"
"CD99.7"	1.66979682449642e-158	0.841862941400406	0.658	0.422	5.46658084403639e-154	"7"	"CD99"
"RPS6.4"	1.03890028733645e-155	-0.314233866740307	0.993	0.999	3.40115176068207e-151	"7"	"RPS6"
"RPS4X.3"	3.84176885888618e-149	-0.300984043016921	0.991	0.998	1.25771828902216e-144	"7"	"RPS4X"
"RPS9.1"	4.57201435807304e-143	-0.352127169748061	0.977	0.995	1.49678606054595e-138	"7"	"RPS9"
"C12orf75.1"	6.24423993405665e-142	0.941823582378243	0.306	0.129	2.04423926961147e-137	"7"	"C12orf75"
"SH3BGRL3.7"	1.10238675332288e-141	0.563812356253879	0.912	0.824	3.60899375302846e-137	"7"	"SH3BGRL3"
"RPL18A.3"	1.49083397435942e-141	-0.31871042304821	0.987	0.998	4.88069226525786e-137	"7"	"RPL18A"
"RPS3A.4"	5.55505919559384e-140	-0.358626732987513	0.983	0.993	1.81861527945351e-135	"7"	"RPS3A"
"CD3D.7"	1.85132679949828e-138	0.671410806359596	0.766	0.515	6.06087367619748e-134	"7"	"CD3D"
"RPL18.2"	5.4665959982447e-138	-0.337097921852665	0.977	0.996	1.78965419790535e-133	"7"	"RPL18"
"RPS8.3"	6.93615903519068e-138	-0.356082747603541	0.975	0.994	2.27075974494072e-133	"7"	"RPS8"
"JUN.4"	4.77737153301734e-136	0.826158073548909	0.756	0.596	1.56401589247922e-131	"7"	"JUN"
"RPL8.4"	1.91410778632608e-133	-0.378938514506065	0.969	0.993	6.26640607087432e-129	"7"	"RPL8"
"RPL9.4"	2.00294297810319e-128	-0.350206293089083	0.969	0.989	6.55723472171423e-124	"7"	"RPL9"
"RPL12.3"	6.7000528737759e-128	-0.321855542946882	0.976	0.996	2.19346330981675e-123	"7"	"RPL12"
"RPL29.1"	3.98119224910502e-127	-0.340836037775147	0.968	0.987	1.303362718512e-122	"7"	"RPL29"
"RPS13.4"	6.14888426268202e-125	-0.379259083138248	0.944	0.983	2.01302172991684e-120	"7"	"RPS13"
"PFN1.5"	9.71708036605049e-125	0.423451720924024	0.978	0.938	3.18117777023761e-120	"7"	"PFN1"
"TMSB4X.4"	1.00485591802286e-122	0.288215316390201	0.998	0.999	3.28969730442324e-118	"7"	"TMSB4X"
"RPL10A.3"	1.3359879950266e-121	-0.351041216048864	0.964	0.989	4.37375749811808e-117	"7"	"RPL10A"
"S100A6.7"	1.97473390438913e-121	0.497013492535649	0.79	0.63	6.46488385618914e-117	"7"	"S100A6"
"LTB.7"	5.93944450286502e-119	-0.7010031247147	0.568	0.767	1.94445534134795e-114	"7"	"LTB"
"RPL4.5"	2.67380864671976e-116	-0.462581398759859	0.921	0.959	8.75351474763115e-112	"7"	"RPL4"
"PABPC1.4"	3.03319562927147e-115	-0.641268173031826	0.632	0.795	9.93007585110895e-111	"7"	"PABPC1"
"PPP2R5C.1"	6.14249161226787e-108	0.891844024155783	0.278	0.125	2.01092890402426e-103	"7"	"PPP2R5C"
"NFKBIA.5"	1.21681728312678e-99	0.88324165260103	0.525	0.353	3.98361642150045e-95	"7"	"NFKBIA"
"CYBA.6"	1.75961640963715e-98	0.412150842636401	0.895	0.771	5.7606322018701e-94	"7"	"CYBA"
"ARL4C.1"	4.25463008397264e-98	0.815351641811505	0.302	0.148	1.39288079689096e-93	"7"	"ARL4C"
"SELL.3"	4.90132507972423e-98	-1.04487870377104	0.109	0.317	1.60459580460012e-93	"7"	"SELL"
"CD8B.1"	9.12367902321311e-94	0.656165590184315	0.325	0.157	2.98691003861951e-89	"7"	"CD8B"
"CALM1.5"	6.79973976688487e-93	0.607085889170094	0.713	0.548	2.22609880488277e-88	"7"	"CALM1"
"CD3G"	5.95942811725501e-91	0.723720676918431	0.313	0.156	1.95099757702695e-86	"7"	"CD3G"
"NACA.3"	2.65831399524829e-90	-0.361349988980725	0.904	0.95	8.70278835764385e-86	"7"	"NACA"
"RPL15.2"	5.2819670376712e-89	-0.255777127363896	0.98	0.993	1.7292103687928e-84	"7"	"RPL15"
"ANXA1.7"	5.87432567323255e-88	0.704762395694565	0.465	0.285	1.92313673890287e-83	"7"	"ANXA1"
"EEF1B2.4"	7.18831322381394e-82	-0.450249166068076	0.767	0.867	2.35330998321221e-77	"7"	"EEF1B2"
"PTPRCAP.5"	1.44736502100102e-80	0.483049947915834	0.809	0.702	4.73838360575313e-76	"7"	"PTPRCAP"
"SNHG7.6"	1.97031677268861e-80	-1.01072589980365	0.17	0.352	6.45042305042796e-76	"7"	"SNHG7"
"EEF2.4"	5.72159664549071e-80	-0.551030261806801	0.627	0.77	1.87313630980075e-75	"7"	"EEF2"
"KLF6.5"	5.47244954748792e-79	0.628992274844044	0.479	0.308	1.7915705328566e-74	"7"	"KLF6"
"EIF1.4"	2.27408694433579e-75	0.299009351989392	0.97	0.955	7.44490583836652e-71	"7"	"EIF1"
"NPM1.6"	1.96587133070436e-73	-0.497507036339629	0.67	0.782	6.43586956245992e-69	"7"	"NPM1"
"RPL7A.2"	4.46559129625474e-73	-0.274894461914196	0.956	0.982	1.46194527856788e-68	"7"	"RPL7A"
"CLIC1.6"	1.33586754431405e-72	0.552217986853679	0.624	0.457	4.37336316657532e-68	"7"	"CLIC1"
"RPSA.2"	9.53647060764373e-71	-0.307889574190804	0.942	0.971	3.1220497475304e-66	"7"	"RPSA"
"TMSB10.3"	1.51662590871296e-70	-0.287757550529857	0.989	0.996	4.96512989994449e-66	"7"	"TMSB10"
"MYL12A.4"	2.30963115324033e-70	0.430051293803428	0.83	0.73	7.56127046947819e-66	"7"	"MYL12A"
"FTH1.3"	2.70901331502367e-70	-0.448682921107658	0.916	0.96	8.86876779072448e-66	"7"	"FTH1"
"GPX1.6"	1.65948703772907e-68	-1.07011423126053	0.182	0.347	5.43282866411744e-64	"7"	"GPX1"
"EEF1A1.4"	2.64570085639711e-67	-0.321652833441988	0.971	0.985	8.66149546367287e-63	"7"	"EEF1A1"
"C6orf48.6"	9.41023306609336e-66	-0.641574448712359	0.353	0.524	3.08072210117764e-61	"7"	"C6orf48"
"RPLP0.2"	1.99133884617645e-62	-0.312855074976624	0.91	0.959	6.51924511461245e-58	"7"	"RPLP0"
"RPL22.5"	1.47064408976195e-61	-0.440384167852507	0.671	0.797	4.81459462106266e-57	"7"	"RPL22"
"RARRES3.3"	1.79709520817271e-59	0.619143034366668	0.503	0.361	5.88333029251582e-55	"7"	"RARRES3"
"PTPRC.1"	6.92049744889483e-59	0.645978346208765	0.387	0.254	2.26563245481919e-54	"7"	"PTPRC"
"CD37.5"	2.9160316701434e-56	-0.708098110678117	0.545	0.674	9.54650448171548e-52	"7"	"CD37"
"RPS29.6"	6.4856341109998e-56	0.332186117578303	0.901	0.834	2.12326689525911e-51	"7"	"RPS29"
"C9orf142.4"	1.31681289191545e-55	0.635301620016461	0.368	0.239	4.31098204555281e-51	"7"	"C9orf142"
"RPS26.5"	1.65030389257279e-55	0.259621698114469	0.952	0.941	5.40276488350479e-51	"7"	"RPS26"
"CD69.3"	2.55196361617765e-55	0.686415808088301	0.341	0.215	8.35461848664241e-51	"7"	"CD69"
"EIF3L.5"	4.76078825859483e-55	-0.555976578070966	0.374	0.532	1.55858686009877e-50	"7"	"EIF3L"
"RPL36AL.4"	3.19609129066648e-54	0.378485656320779	0.827	0.763	1.04633636673839e-49	"7"	"RPL36AL"
"ZFP36.3"	2.23183753981985e-53	0.715010465245074	0.524	0.411	7.30658973786221e-49	"7"	"ZFP36"
"NOSIP.6"	1.39614307912309e-51	-0.646083856441817	0.343	0.491	4.57069321243317e-47	"7"	"NOSIP"
"LIMD2.5"	1.54165938253897e-50	-0.488913666475288	0.51	0.66	5.04708448655607e-46	"7"	"LIMD2"
"PPP1R15A.4"	1.76950080118567e-49	0.576322517428669	0.404	0.279	5.79299172292165e-45	"7"	"PPP1R15A"
"RNASET2.5"	2.35865795947619e-49	-0.656549140069855	0.206	0.357	7.72177442773315e-45	"7"	"RNASET2"
"CXCR4.4"	3.67988683984524e-47	0.532652427550347	0.454	0.32	1.20472135362853e-42	"7"	"CXCR4"
"S100A10.6"	1.23493554676104e-46	0.375280229056707	0.588	0.445	4.04293199298629e-42	"7"	"S100A10"
"HLA-E.5"	9.40108568897364e-45	0.360770924188291	0.827	0.754	3.07772743285619e-40	"7"	"HLA-E"
"SRGN.7"	1.56648286982085e-42	0.461067998856832	0.438	0.314	5.12835161921951e-38	"7"	"SRGN"
"ST13.5"	1.00855951291103e-40	-0.520355379388368	0.255	0.395	3.30182213336812e-36	"7"	"ST13"
"CD63.5"	1.08483982337061e-40	0.578389252130913	0.338	0.233	3.55154861375071e-36	"7"	"CD63"
"NAP1L1.2"	2.32689359133279e-36	-0.451014918032185	0.342	0.472	7.61778423930529e-32	"7"	"NAP1L1"
"GLTSCR2.3"	1.23240127532395e-35	-0.317583889014671	0.791	0.865	4.03463529515555e-31	"7"	"GLTSCR2"
"HSPA5.2"	1.41640356772237e-35	0.628149506230005	0.268	0.179	4.6370220000095e-31	"7"	"HSPA5"
"FOS.7"	3.02296759004752e-35	0.614250854504261	0.528	0.437	9.89659129629758e-31	"7"	"FOS"
